,Unnamed: 0,name,Accessory,Background,Body,Eyes,Fur,Head,Mouth,trait_5_rarity,trait_2_rarity,trait_0_rarity,trait_3_rarity,trait_1_rarity,Head_rarity,trait_4_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
4044,4044,Ape #9010,,Snow,Overalls and Shirt,Unimpressed,Tattoo,Backwards Flat Cap,Loathing,75.97,10.26,2.75,5.7700000000000005,6.81,6.81,6.3100000000000005,4045,3.6192749523388925e-08,2.75,16.382857142857144,6,9bwGZeeo7WkR7pnNAPg9k71YHRMeVahELgTME5WKfDVv,7.75495
4220,4220,Ape #9887,,Scarlet,Overshirt,Side Glance,Tattoo,Snapback,Cheeky,75.97,9.87,1.86,6.19,6.81,9.77,6.909999999999998,4221,3.9690136756600617e-08,1.86,16.768571428571427,6,CgJF2gNofBTRfXM5xJB1o5dteEoDYCfQ8XtxujPZ9RNU,7.754869
6680,6680,Ape #3403,,Lime,Down Jacket and Scarf,Paranoid,Tamarin,Snapback,Confused,75.97,9.81,3.17,6.03,9.86,9.77,6.88,6681,9.441644083406637e-08,3.17,17.355714285714285,6,13mrR8mcoJ6DAfbUodVRVZ5koJQ2j3DgJUWzzK2ctay5,7.7546463
3826,3826,Ape #8470,,Violet,Adventurer in Shirt,Confident,Tattoo,Beanie,Unimpressed,75.97,9.89,1.59,5.48,6.81,10.66,6.63,3827,3.15089510715939e-08,1.59,16.71857142857143,6,FaRhxogR1QRAnZirWfJNy1dfbScZiVV5SyeWP8V62pU6,7.7545195
6689,6689,Ape #4121,,Lime,Adventurer in Flannel,Mmmmkay,Chocolate,Ivy Cap,Grin,75.97,9.81,3.29,5.94,16.6,5.7700000000000005,6.78,6690,9.458169043333468e-08,3.29,17.737142857142857,6,4SAG36v85VrG7gyPYSx2dzCG22ec9f7tEjDc4VeAHTDQ,7.7543797
4284,4284,Ape #4613,,Lime,Buttondown,Unimpressed,Bark,Headphones,Grin,75.97,9.81,5.510000000000002,5.7700000000000005,3.78,6.75,6.78,4285,4.098866865654262e-08,3.78,16.33857142857143,6,Geysz2Px9QkxNZbZZqmirQWi7SKnTVBM7F765eYLPpzs,7.7541847
5113,5113,Ape #8820,,Mint,Cardigan,Side Glance,Tattoo,Winter Beanie,Cheeky,75.97,10.28,2.59,6.19,6.81,9.93,6.909999999999998,5114,5.850595354022341e-08,2.59,16.954285714285714,6,2bABJ7pzEqzgvtnVvZZSTADUUwzNc2inPgh7pZtrBMC2,7.7541103
1161,1161,Ape #5958,Diamond Stud,Rose,Softball League,Relaxed,Cream,Ivy Cap,Loathing,3.76,10.1,2.69,5.81,16.68,5.7700000000000005,6.3100000000000005,1162,3.604448707960812e-09,2.69,7.3028571428571425,7,BkkChWVXnkqwWQhyGFNzjdBftUP641NrzzwVjVEXUrQ5,7.754072
9996,9996,Ape #5305,,Wheat,Adventurer in Flannel,Neutral,Coffee,Winter Beanie,Smile,75.97,9.67,3.29,11.98,19.44,9.93,13.8,9997,7.713401038506868e-07,3.29,20.58285714285714,6,3LoHYHgc3UoRihaKuct3wpv2V5y72AVZY3X5rFJ5Ffuk,7.753966
6276,6276,Ape #8564,,Mint,Pullover,Mmmmkay,Tamarin,Flat Cap,Bewildered,75.97,10.28,3.88,5.94,9.86,7.06,6.78,6277,8.495026177686229e-08,3.88,17.11,6,Gj5m2MJgkLTsmYpzWqeqrPqYdpqRkuJbeUPPkCdk5cf9,7.753794
7666,7666,Ape #8751,,Forest,Overcoat,Neutral,Tamarin,Backwards Ball Cap,Pout,75.97,9.62,3.04,11.98,9.86,7.4700000000000015,6.3100000000000005,7667,1.2370136049000455e-07,3.04,17.750000000000004,6,57UvVmo9jTnVZhvL3hztbie7qxqyDm2osavCdoZwxBuE,7.7535133
3515,3515,Ape #7298,,Snow,Overalls and Shirt,Content,Amphibian,Winter Beanie,Ponder,75.97,10.26,2.75,6.13,3.15,9.93,6.2799999999999985,3516,2.581083779479772e-08,2.75,16.352857142857143,6,DDi1DACGwpJUvmf8k3AK2RjGusApprHuZqDNHg847La2,7.7533917
613,613,Ape #6416,Earring,Lime,Short Sleeve Jacket,Neutral,Amphibian,Flat Cap,Ponder,5.1400000000000015,9.81,2.34,11.98,3.15,7.06,6.2799999999999985,614,1.9741479646277714e-09,2.34,6.537142857142857,7,4E8bDEy7uKw65gXgyDtFRCf6Aa7DLRM2hjo53qJeieJR,7.7532263
5194,5194,Ape #2502,,Wheat,Adventurer in Shirt,Relaxed,Cream,,Unimpressed,75.97,9.67,1.59,5.81,16.68,8.01,6.63,5195,6.011515178382365e-08,1.59,17.765714285714285,5,B7rgQLSqsgm2T8F7zTAqgqhuaRAtqUpaqmTvL6JKAAEm,7.752965
6568,6568,Ape #8567,,Lime,Short Sleeve Buttondown,Blank Stare,Tamarin,Ivy Cap,Blep,75.97,9.81,5.18,6.04,9.86,5.7700000000000005,6.93,6569,9.193138326282182e-08,5.18,17.08,6,BgThFBMSWPWVyjLzLTcNFzgxBe6BSGMQxBTRyj7MVc5k,7.752855
9888,9888,Ape #2607,,Creamsicle,Buttondown,Confident,Coffee,Headphones,Smile,75.97,10.41,5.510000000000002,5.48,19.44,6.75,13.8,9889,4.3241836770925934e-07,5.48,19.622857142857143,6,5jTDRxZ6B8sEw9MkUgdoCiZnC49ykcJrouzCbktnmLKs,7.7528152
4587,4587,Ape #4256,,Mint,Short Sleeve Jacket,Bold,Tamarin,Flat Cap,Loathing,75.97,10.28,2.34,5.89,9.86,7.06,6.3100000000000005,4588,4.727998918139165e-08,2.34,16.815714285714286,6,GfBy17tqg78hLvoiKKTRpNRdkeqkSZZ7pSRme5EZXYRz,7.75276
9041,9041,Ape #7801,,Rose,Adventurer in Flannel,Bold,Coffee,Beanie,Annoyed,75.97,10.1,3.29,5.89,19.44,10.66,6.63,9042,2.0428744961892483e-07,3.29,18.85428571428571,6,BqcUGxmgwkDpU963m4CT2PW7ENr8XyrwCzFxafCqTTYi,7.7527075
4130,4130,Ape #8887,,Scarlet,Tank Top,Bewildered,Tamarin,Backwards Flat Cap,Blep,75.97,9.87,1.93,5.65,9.86,6.81,6.93,4131,3.8047164609584786e-08,1.93,16.717142857142857,6,Cokik2182cS1bAZeSjWMGNccfgR7gN1vktQtERVZrAAV,7.752627
2758,2758,Ape #7768,,Mint,Tracksuit,Paranoid,Amphibian,Headphones,Cheeky,75.97,10.28,2.23,6.03,3.15,6.75,6.909999999999998,2759,1.5429426723033933e-08,2.23,15.902857142857142,6,9X9UbeAeSwhQmZy6ACmhpMWDzykgDUKzuRE5cpZ9etDC,7.752611
5593,5593,Ape #7164,,Violet,Biker Jacket,Worry,Tamarin,Winter Beanie,Annoyed,75.97,9.89,2.32,6.0600000000000005,9.86,9.93,6.63,5594,6.857072146387928e-08,2.32,17.23714285714286,6,7C3bS8xM6WcLrKbsKaifsAwB5V957DirCxvKCH628MAr,7.752478
4300,4300,Ape #9691,,Mint,Overcoat,Mmmmkay,Tattoo,Backwards Flat Cap,Pout,75.97,10.28,3.04,5.94,6.81,6.81,6.3100000000000005,4301,4.126851605966732e-08,3.04,16.451428571428572,6,4uZibEy6rctq5HhHRpukmoEvmKJFuskZRveXJyMjeoPD,7.7524652
4439,4439,Ape #4698,,Sky,Pullover,Unimpressed,Bark,Winter Beanie,Woah,75.97,10.09,3.88,5.7700000000000005,3.78,9.93,6.8599999999999985,4440,4.418816789182746e-08,3.78,16.611428571428572,6,91KXUEyJAG7e7oYJaiv6bXfy4TmLX7f2oiL5Yd1C37vH,7.7523475
8500,8500,Ape #7911,,Sky,Hoodie,Anger,Silverback,Headphones,Cheeky,75.97,10.09,5.87,6.17,12.62,6.75,6.909999999999998,8501,1.634171879726229e-07,5.87,17.76857142857143,6,CRU3rmYhj2UjT9DrYxTBLGoJRv7YZTn3kPhuH1PdiEpz,7.751995
9273,9273,Ape #3310,,Forest,Crewneck,Neutral,Tattoo,Snapback,Smile,75.97,9.62,2.89,11.98,6.81,9.77,13.8,9274,2.323232215519691e-07,2.89,18.69142857142857,6,EcJGb8uNdwTSR9MVGafUV7Anzzj9dpSt9RdF3B4jrHBD,7.751976
7200,7200,Ape #7362,,Scarlet,Adventurer in Flannel,Relaxed,Cream,Backwards Flat Cap,Unimpressed,75.97,9.87,3.29,5.81,16.68,6.81,6.63,7201,1.0794138744060736e-07,3.29,17.86571428571429,6,2j52LSTXnUFrZoVJncDtn95XcduZY5ZXHwXcsGizkLrb,7.7518606
5355,5355,Ape #1296,,Lime,Adventurer in Flannel,Worry,Tattoo,Winter Beanie,Pout,75.97,9.81,3.29,6.0600000000000005,6.81,9.93,6.3100000000000005,5356,6.340235296405998e-08,3.29,16.882857142857144,6,6s1svTUfciWXyPhkZXATFmwoXNdqBERFuPEjKb8oPhBw,7.751847
9203,9203,Ape #9363,,Sky,Hoodie,Zen,Tamarin,Backwards Flat Cap,Smile,75.97,10.09,5.87,5.37,9.86,6.81,13.8,9204,2.2389726722887397e-07,5.37,18.252857142857145,6,B2HxBaFwebZHqtgKyWhMNkefMJMoQLqaFxXrurdK1wFg,7.7518272
3791,3791,Ape #6343,,Wheat,Softball League,Zen,Tamarin,Deerstalker,Loathing,75.97,9.67,2.69,5.37,9.86,4.69,6.3100000000000005,3792,3.096522806984572e-08,2.69,16.365714285714287,6,3SPwJDtfaJUpQa8GQnrKJADWcaKgt7RX1W56oTHNUNya,7.751786
4025,4025,Ape #7397,,Rose,Shirt and Vest,Confident,Tattoo,Ivy Cap,Ecstatic,75.97,10.1,3.47,5.48,6.81,5.7700000000000005,6.260000000000002,4026,3.5889779634092826e-08,3.47,16.26571428571429,6,BaXcwEqFevMULhwXGSAZSSjVRdnKgdy1nCHkgLCpaTkR,7.7517004
9687,9687,Ape #998,,Mint,Adventurer in Flannel,Neutral,Coffee,,Confused,75.97,10.28,3.29,11.98,19.44,8.01,6.88,9688,3.297654651419939e-07,3.29,19.40714285714285,5,FmSsQk6bm7VTrCFN33UWTFtG61Zo4ehS2wiRj9VZsSvw,7.7516327
9103,9103,Ape #2305,,Creamsicle,Turtleneck,Confused,Tamarin,Winter Beanie,Smile,75.97,10.41,3.22,6.11,9.86,9.93,13.8,9104,2.1023024077011332e-07,3.22,18.471428571428564,6,6xpwz1Z2HmN9tnkVrVKCdu9TUHRVKcrjDg7kAfLYmEyb,7.7516274
2854,2854,Ape #7682,,Creamsicle,Biker Jacket,Mmmmkay,Synth,Flat Cap,Ponder,75.97,10.41,2.32,5.94,3.49,7.06,6.2799999999999985,2855,1.6863862694970383e-08,2.32,15.924285714285714,6,6PyigRYhsuWVTcu3G5QPLhmGyZ6e3XGVizGVr5CkgodM,7.751524
8266,8266,Ape #5082,,Rose,Hooded Jacket,Neutral,Tamarin,,Annoyed,75.97,10.1,3.14,11.98,9.86,8.01,6.63,8267,1.5113774067030714e-07,3.14,17.955714285714286,5,A47BYTmDntJWuHdA9c3upVJuH6fzJBJKzctL9WkbkNvY,7.7514687
5739,5739,Ape #5375,,Rose,Overalls,Mmmmkay,Tamarin,Snapback,Blep,75.97,10.1,2.36,5.94,9.86,9.77,6.93,5740,7.180697991824047e-08,2.36,17.275714285714287,6,B62mMLkv8JryUK7tLsaySo6UEoR5iNgYjXsziDEX5euR,7.7512956
6344,6344,Ape #9873,,Lime,Softball League,Side Glance,Tamarin,Beanie,Unimpressed,75.97,9.81,2.69,6.19,9.86,10.66,6.63,6345,8.647721821244219e-08,2.69,17.40142857142857,6,3XR9tmsokniQDjRK6yWHBFWY98mvL27K5mtxeyfC925P,7.751056
4670,4670,Ape #9567,,Rose,Formal Attire,Unimpressed,Coffee,Backwards Ball Cap,Annoyed,75.97,10.1,1.16,5.7700000000000005,19.44,7.4700000000000015,6.63,4671,4.944560479927631e-08,1.16,18.077142857142857,6,F5CceMBW1ribUHA4rZzmNQHk9SUJCjpe2PX1B1UCy1p,7.750928
1280,1280,Ape #7812,Earrings,Forest,Adventurer in Shirt,Relaxed,Coffee,Snapback,Woah,3.45,9.62,1.59,5.81,19.44,9.77,6.8599999999999985,1281,3.9946833906318854e-09,1.59,8.077142857142855,7,BFHnsGehLAznzmEWwF4gJFGrs7UHdibNiSStYqeBHwSz,7.750532
2375,2375,Ape #8716,Diamond Stud,Lime,Hoodie,Mischievous,Silverback,Beanie,Cheeky,3.76,9.81,5.87,5.38,12.62,10.66,6.909999999999998,2376,1.0828588148546994e-08,3.76,7.858571428571429,7,BNKqNivuhfBCTVo2VsTKBqVGKtocyUUMzV9B9AztMkBZ,7.7505283
4371,4371,Ape #7437,,Mint,Shirt and Vest,Relaxed,Tattoo,Ivy Cap,Cheeky,75.97,10.28,3.47,5.81,6.81,5.7700000000000005,6.909999999999998,4372,4.275056124589409e-08,3.47,16.431428571428572,6,BQTLyitqBVDsiaDS7Ds35dAiyygPUgBfZEocvUauqDCw,7.75034
8249,8249,Ape #8951,,Forest,Cardigan,Confident,Tamarin,Beanie,Smile,75.97,9.62,2.59,5.48,9.86,10.66,13.8,8250,1.5045642109225494e-07,2.59,18.282857142857143,6,WAzr8gwjpvJq1Lup642nFzLkV9hES9UX5qWVcLPvcff,7.750267
7428,7428,Ape #6649,,Rose,Buttondown,Paranoid,Tattoo,Snapback,Bewildered,75.97,10.1,5.510000000000002,6.03,6.81,9.77,6.78,7429,1.1500157299239564e-07,5.510000000000002,17.28142857142857,6,5ZVu86KuCegYXoEuMt3bfrZz2U3k6X9RKe2dNGS3zDCL,7.7498264
8574,8574,Ape #5509,,Mint,Hoodie,Zen,Coffee,Western Hat,Annoyed,75.97,10.28,5.87,5.37,19.44,5.29,6.63,8575,1.678468089680059e-07,5.29,18.407142857142862,6,7UDd3y6Es9nqfHYRXRXJMXtU9E3egdaRGF4FVQHvnwhv,7.7498255
4575,4575,Ape #370,,Mint,Backpack and Shirt,Unimpressed,Tamarin,Snapback,Annoyed,75.97,10.28,1.63,5.7700000000000005,9.86,9.77,6.63,4576,4.6911969437471524e-08,1.63,17.13,6,npZ59bHXYqfqayJwgLqQsKiPuRu7MFAyst9HQXm8ynq,7.7496343
6044,6044,Ape #9423,,Wheat,Adventurer in Flannel,Zen,Tamarin,Snapback,Pout,75.97,9.67,3.29,5.37,9.86,9.77,6.3100000000000005,6045,7.889320910720996e-08,3.29,17.177142857142858,6,3ZYNbSn4Tku8FFYsXLoUWjUsLtviaQ8aaRMHa2D5SgfW,7.749163
8901,8901,Ape #3245,,Scarlet,Adventurer in Flannel,Paranoid,Coffee,Snapback,Grin,75.97,9.87,3.29,6.03,19.44,9.77,6.78,8902,1.915547860130253e-07,3.29,18.735714285714284,6,6xJujXNmT87s3DjhA48CKjYnigcQTwfiU5ncngEtRiys,7.749126
604,604,Ape #9511,Hoops,Violet,Vest,Content,Coffee,Snapback,Pout,2.28,9.89,1.18,6.13,19.44,9.77,6.3100000000000005,605,1.95476162234091e-09,1.18,7.857142857142858,7,95hSzcg85axCs6X6H2UXW7CaoWnq1nY368x883FzuRU3,7.7488585
4675,4675,Ape #4657,,Snow,V Neck,Unimpressed,Tamarin,Winter Beanie,Cheeky,75.97,10.26,1.63,5.7700000000000005,9.86,9.93,6.909999999999998,4676,4.959719501810443e-08,1.63,17.19,6,9PYSsiY2Yo8GASjuL7UpF4H2czvyvKExFzSBn2ptXheD,7.748803
6175,6175,Ape #1507,,Creamsicle,Short Sleeve Jacket,Relaxed,Cream,Headphones,Bewildered,75.97,10.41,2.34,5.81,16.68,6.75,6.78,6176,8.207565527176112e-08,2.34,17.82,6,GzGS9GRHV2bBpDsZ6zj8STp6qRM2SGYsyY4KMccXJ539,7.748692
4570,4570,Ape #1376,,Mint,Overalls,Mischievous,Tamarin,Flat Cap,Bewildered,75.97,10.28,2.36,5.38,9.86,7.06,6.78,4571,4.679945866432647e-08,2.36,16.812857142857144,6,9b1MMeUYBYGiL2HNo1HnkimXip84tDetkHhVF6k2hoKx,7.7485256
2040,2040,Ape #7372,Earring,Violet,Adventurer,Relaxed,Chocolate,Backwards Flat Cap,Smile,5.1400000000000015,9.89,1.69,5.81,16.6,6.81,13.8,2041,7.78675542213317e-09,1.69,8.534285714285716,7,5Q43NgzZLSkgBc5x6zu6ayqrz3JLFMrJ77Z4GonPSPMg,7.748474
6695,6695,Ape #8692,,Wheat,Hooded Jacket,Side Glance,Tamarin,Winter Beanie,Grin,75.97,9.67,3.14,6.19,9.86,9.93,6.78,6696,9.478612191575428e-08,3.14,17.362857142857145,6,8WkG73n4dt2j8k3bJTkq7vT3S6R5ntx98vTkycG4TBZY,7.7483106
7357,7357,Ape #7785,,Sky,Short Sleeve Buttondown,Anger,Tamarin,Backwards Flat Cap,Woah,75.97,10.09,5.18,6.17,9.86,6.81,6.8599999999999985,7358,1.1284864765312398e-07,5.18,17.277142857142856,6,44scopW2EyVUufTXeMtxhW4D1GEfkQ16L9Q3sNMxKYxt,7.748091
3733,3733,Ape #657,,Lime,Jacket,Unimpressed,Tamarin,Headscarf,Cheeky,75.97,9.81,2.83,5.7700000000000005,9.86,3.6,6.909999999999998,3734,2.984907282309979e-08,2.83,16.392857142857142,6,66wvYX9sNN3tBaT34W6ifp4nvY8KfNP6MqEPkqCex7XR,7.747898
4577,4577,Ape #741,,Lime,Biker Jacket,Mischievous,Tamarin,Backwards Ball Cap,Woah,75.97,9.81,2.32,5.38,9.86,7.4700000000000015,6.8599999999999985,4578,4.700055938610008e-08,2.32,16.81,6,8XxG49f9a41YkW29MXVmwRZ8NaEQ9g3FHbSo1S9K5oZo,7.747566
3191,3191,Ape #2754,,Forest,Short Sleeve Jacket,Worry,Bark,,Cheeky,75.97,9.62,2.34,6.0600000000000005,3.78,8.01,6.909999999999998,3192,2.1682434510020466e-08,2.34,16.09857142857143,5,DgtYcpNJrnT32nQCDvhg4HHHYRNjSCTSNRNKwbenUF2D,7.7474704
4458,4458,Ape #8700,,Forest,Short Sleeve Jacket,Side Glance,Tamarin,Headphones,Loathing,75.97,9.62,2.34,6.19,9.86,6.75,6.3100000000000005,4459,4.4456344773759596e-08,2.34,16.720000000000002,6,Aka2eTHvgufG4uA6Pw7rrozXwmMG7XXgLqPWGu6yAiKY,7.7473397
4860,4860,Ape #957,,Snow,Flannel,Bewildered,Tamarin,Flat Cap,Bewildered,75.97,10.26,2.5700000000000003,5.65,9.86,7.06,6.78,4861,5.3417353571615305e-08,2.5700000000000003,16.87857142857143,6,Dd5FwAaFknhKSktr36meXo1kzLQ8ZATCiejeE6X6qvVh,7.74731
9593,9593,Ape #9233,,Creamsicle,Shirt and Vest,Neutral,Tattoo,Snapback,Smile,75.97,10.41,3.47,11.98,6.81,9.77,13.8,9594,3.018560681378657e-07,3.47,18.88714285714286,6,4qRStCzaXfDZswtvqbKkMCtGLmpj8CZd65ybbuXb2YxW,7.747181
6692,6692,Ape #9578,,Creamsicle,Adventurer in Shirt,Confident,Coffee,Beanie,Annoyed,75.97,10.41,1.59,5.48,19.44,10.66,6.63,6693,9.467548365261466e-08,1.59,18.59714285714286,6,58Gmbf8g3GkWVFXczXdyciurChhnu6AKMm1yyJUcDeYV,7.7468877
6618,6618,Ape #4099,,Forest,Buttondown,Confident,Tamarin,Backwards Flat Cap,Ponder,75.97,9.62,5.510000000000002,5.48,9.86,6.81,6.2799999999999985,6619,9.305356718805247e-08,5.48,17.075714285714287,6,G5NWbrhdW5meMWHgeBzsAPAAymxdrX7Qi7CZN8M85Ypy,7.7468176
5161,5161,Ape #1482,,Sky,Down Vest and Flannel,Paranoid,Silverback,,Confused,75.97,10.09,1.85,6.03,12.62,8.01,6.88,5162,5.947064413256353e-08,1.85,17.35,5,L3K65KTxtDTEvbVsexK5rrAPsfjpv9pJ8v87KdxiyBu,7.746528
4144,4144,Ape #5926,,Scarlet,Down Vest and Flannel,Confused,Tattoo,Snapback,Bewildered,75.97,9.87,1.85,6.11,6.81,9.77,6.78,4145,3.823345869930951e-08,1.85,16.737142857142857,6,ABmXemr59KKbFjt44nUeKCjwMwL2pudjsihQdweLCnXL,7.746487
3103,3103,Ape #5161,,Creamsicle,Overcoat,Unimpressed,Amphibian,Headphones,Blep,75.97,10.41,3.04,5.7700000000000005,3.15,6.75,6.93,3104,2.0440419937945067e-08,3.04,16.002857142857142,6,52dcLH2k44AhcSJT2xk2qGeNLNC7ckJiU2oVuZf6pNqQ,7.746468
6171,6171,Ape #2405,,Scarlet,Cardigan,Mischievous,Tamarin,Ivy Cap,Smile,75.97,9.87,2.59,5.38,9.86,5.7700000000000005,13.8,6172,8.203007966416914e-08,2.59,17.605714285714285,6,4EF8rAQadk3m3j5CWTEakGJEkwjdCZ2s9iJH1pATKp1m,7.7464256
8100,8100,Ape #5398,,Creamsicle,Short Sleeve Jacket,Relaxed,Coffee,Winter Beanie,Woah,75.97,10.41,2.34,5.81,19.44,9.93,6.8599999999999985,8101,1.4238179721095847e-07,2.34,18.68,6,2M1ToYGq7R2ETL8YZd1eazkx2ybsYaEvGMFbJxZnS8zZ,7.7463837
2830,2830,Ape #2197,Earring,Mint,,Relaxed,Cream,Backwards Ball Cap,Smile,5.1400000000000015,10.28,3.1300000000000003,5.81,16.68,7.4700000000000015,13.8,2831,1.6522373600314402e-08,3.1300000000000003,8.901428571428571,6,CX7GAW4CSm21hBkrqtDKXw9D4ChMod1dfUCcLu7GSkHu,7.7462454
651,651,Ape #3203,Diamond Stud,Rose,Backpack and Shirt,Relaxed,Silverback,Visor,Confused,3.76,10.1,1.63,5.81,12.62,6.67,6.88,652,2.0827952692178558e-09,1.63,6.781428571428571,7,4NXAxazRVaGXH5K2iQwT3JNRj61mpw8mdn52rqeYUcXo,7.746235
6397,6397,Ape #6992,,Creamsicle,V Neck,Worry,Cream,Beanie,Pout,75.97,10.41,1.63,6.0600000000000005,16.68,10.66,6.3100000000000005,6398,8.764672536302318e-08,1.63,18.24571428571429,6,CCbf3FA9et63e56SN8mnvgd9Mj1gEnXVHMSJeXotzVuy,7.746177
5546,5546,Ape #85,,Creamsicle,Overcoat,Blank Stare,Tattoo,Winter Beanie,Confused,75.97,10.41,3.04,6.04,6.81,9.93,6.88,5547,6.755977223946278e-08,3.04,17.01142857142857,6,E7jJTvKuTAwXxQ4XnXj25hWQ9PEg44gAiedZYjhAUT94,7.7460837
4107,4107,Ape #194,,Scarlet,Buttondown,Paranoid,Cosmic,Backwards Flat Cap,Ecstatic,75.97,9.87,5.510000000000002,6.03,3.55,6.81,6.260000000000002,4108,3.770318058913644e-08,3.55,16.285714285714292,6,EJHR2u5z9m3i6ErurReKBDQ57Jf8oDFmoidv7ZztQ5py,7.7457743
7218,7218,Ape #6851,,Lime,Adventurer in Flannel,Relaxed,Chocolate,Visor,Confused,75.97,9.81,3.29,5.81,16.6,6.67,6.88,7219,1.085189353380558e-07,3.29,17.861428571428572,6,2EoKjvK4C9nyzkPiGnVnXAf3G5P61YzVP7QAq7FCmmZf,7.7456307
4366,4366,Ape #4555,,Rose,Crewneck,Anger,Tattoo,Headphones,Bewildered,75.97,10.1,2.89,6.17,6.81,6.75,6.78,4367,4.2640970990984775e-08,2.89,16.495714285714286,6,1sGu5nmw7AW8BxRLDeivVbnNuei7SFMgmmcXh48XNT9,7.745599
5391,5391,Ape #9747,,Creamsicle,Short Sleeve Buttondown,Zen,Tamarin,Deerstalker,Loathing,75.97,10.41,5.18,5.37,9.86,4.69,6.3100000000000005,5392,6.419127741079205e-08,4.69,16.827142857142857,6,4Sa13s3NPoRjKxvLR83nUL3nhrPjx5uXPRj7QKUgLfwn,7.745257
8428,8428,Ape #415,,Violet,V Neck,Unimpressed,Cream,Snapback,Smile,75.97,9.89,1.63,5.7700000000000005,16.68,9.77,13.8,8429,1.5891742960425005e-07,1.63,19.072857142857146,6,EUfxEy5QfoTPshM8snnzukpcoE6rkEC42EvFKVN5ah53,7.7448654
2099,2099,Ape #7519,Earring,Mint,Hoodie,Unimpressed,Tattoo,Winter Beanie,Confused,5.1400000000000015,10.28,5.87,5.7700000000000005,6.81,9.93,6.88,2100,8.326355446815397e-09,5.1400000000000015,7.24,7,5PFA9bZGZpUiuH9L25BntFyTwf5r4bh4Aa9PcjLt8cqN,7.7445955
4067,4067,Ape #9153,,Rose,Dress Shirt,Bold,Tattoo,Backwards Flat Cap,Bewildered,75.97,10.1,2.58,5.89,6.81,6.81,6.78,4068,3.6662528925283575e-08,2.58,16.419999999999998,6,3Eryo96MWyaNmqZrwZ3cb4H7RGq9AE8Z1PSVnq643frz,7.744466
1788,1788,Ape #3002,Earring,Rose,Buttondown,Relaxed,Tattoo,,Confused,5.1400000000000015,10.1,5.510000000000002,5.81,6.81,8.01,6.88,1789,6.2370652893553824e-09,5.1400000000000015,6.894285714285713,6,2JjTRyJtcg5djpx8yDKhiSj5Zo2jNdmPXkGmnP4fkMTb,7.7443624
3812,3812,Ape #8611,,Mint,Dress Shirt,Zen,Tamarin,Deerstalker,Ecstatic,75.97,10.28,2.58,5.37,9.86,4.69,6.260000000000002,3813,3.132227683028125e-08,2.58,16.43,6,EtoFzzuce3g94xuDosV4CgUrsjfDZ4MyperyqSxtukBc,7.744242
3466,3466,Ape #1817,,Violet,Backpack and Shirt,Mmmmkay,Tattoo,Backwards Ball Cap,Grin,75.97,9.89,1.63,5.94,6.81,7.4700000000000015,6.78,3467,2.5090532296340812e-08,1.63,16.355714285714285,6,H9ppMJj6RZ5QJtRD5zSdmqfERTDuooXRjHZX2ZgKDQhi,7.744211
4127,4127,Ape #4809,,Scarlet,Buttondown,Content,Bark,Ivy Cap,Confused,75.97,9.87,5.510000000000002,6.13,3.78,5.7700000000000005,6.88,4128,3.80038332333219e-08,3.78,16.27285714285714,6,2WEfBko6qCd2cEUrWMuZsJnK95EZk8Y1XSwh1TkoPsnk,7.743995
8326,8326,Ape #184,,Forest,Short Sleeve Buttondown,Content,Tamarin,Beanie,Pout,75.97,9.62,5.18,6.13,9.86,10.66,6.3100000000000005,8327,1.5391144358337962e-07,5.18,17.675714285714285,6,BfcLoVoqLnENr5Vk7HZgzKG9SEv4oX5kN9iaJ6czqDaa,7.74394
3215,3215,Ape #7112,,Snow,Flannel,Unimpressed,Synth,,Grin,75.97,10.26,2.5700000000000003,5.7700000000000005,3.49,8.01,6.78,3216,2.19071590127164e-08,2.5700000000000003,16.121428571428574,5,C8qvCiDvWJR9suwJMeDsbDUpfq6612vSmALv7adUpaRC,7.743689
5218,5218,Ape #8196,,Violet,Buttondown,Mischievous,Tattoo,Ivy Cap,Cheeky,75.97,9.89,5.510000000000002,5.38,6.81,5.7700000000000005,6.909999999999998,5219,6.047463627317556e-08,5.38,16.605714285714278,6,FqLPpE6AbUtqjhmHFpW1FtffrTzrxeBsVxu4jYHkBFfd,7.743575
9364,9364,Ape #8792,,Violet,Hoodie,Content,Silverback,Beanie,Woah,75.97,9.89,5.87,6.13,12.62,10.66,6.8599999999999985,9365,2.495040899284978e-07,5.87,18.285714285714285,6,DtxLZAX3bEeiUH3fvtLTQs7uGC9ErcZiLQ2YiFNWQyC9,7.7433424
1198,1198,Ape #4417,Earring,Snow,V Neck,Mmmmkay,Tamarin,Beanie,Blep,5.1400000000000015,10.26,1.63,5.94,9.86,10.66,6.93,1199,3.7192201268493198e-09,1.63,7.202857142857143,7,EzuiYumgvC6K1TmTkwisvxCfXonSy9pNKMdcdR35tYyG,7.743157
4855,4855,Ape #6286,,Wheat,Cardigan,Mmmmkay,Tamarin,Flat Cap,Grin,75.97,9.67,2.59,5.94,9.86,7.06,6.78,4856,5.334160995427136e-08,2.59,16.83857142857143,6,2gRp2BwWrMqku3Cdv1YJMWW9W6DTqtQDHBSzwWB4xwi7,7.74285
