,Unnamed: 0,name,Background,Body,Clothing,Eyes,Head,Mouth,trait_5_rarity,trait_3_rarity,trait_0_rarity,trait_2_rarity,trait_4_rarity,trait_1_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
84,84,Primate #9607,White,Test Dummy,Winter Jacket,Aviator Goggles,Red Fedora,Snake,10.19,4.17,0.8200000000000001,1.97,2.11,4.94,85,7.154836630052282e-10,0.8200000000000001,4.033333333333334,6,5yNtjmb6Br33CTjwJBbdq5doKdidXAX1M6oBMBQyWEW7,35.32073
605,605,Primate #7166,Pink,Stone,Space Suit,Cougar Glasses,Pom Beanie,Amused,9.83,7.79,0.51,3.08,1.83,7.07,606,1.5562607759982362e-09,0.51,5.0183333333333335,6,CeWz2FEBSBngEzYDUZV4nJXprQZS7YGbcftU7sqgkXFL,35.22966
56,56,Primate #7216,Blue,Mutated Zombie,Tiger Robe,Eyeball,Bearskin Hat,Stitches,10.37,7.57,1.61,2.85,0.6799999999999999,2.62,57,6.4173477798444e-10,0.6799999999999999,4.283333333333333,6,4nDcungFvVJAupELT1Xq22RKNccdGUeEzZnFteJiH28i,35.00044
184,184,Primate #7410,White,Stone,Space Suit,Snow Goggles,Pink Bandana,Vampire,10.19,7.79,0.51,2.0500000000000003,2.78,4.18,185,9.6439901142882e-10,0.51,4.583333333333333,6,6FWD7cEhpUrq85TZSgN3E2wUDKvvDuca3jWMc8sJvrqF,34.788586
29,29,Primate #2764,Pink,Test Dummy,Blingin Polo,Thief,Headdress,Bubble Gum,9.83,4.17,1.47,1.97,0.8999999999999999,4.8,30,5.128104664367999e-10,0.8999999999999999,3.856666666666667,6,BRZ3RPvxY2267Km9JhATYuq9mzSb1ayaBAeCDwMBgkR4,34.71514
41,41,Primate #5619,Purple,Skeleton,Vest N Tie,Meth Scientist,Bearskin Hat,Vampire,9.66,6.3100000000000005,1.83,1.83,0.6799999999999999,4.18,42,5.802215562934559e-10,0.6799999999999999,4.081666666666667,6,CEm4zCvwLZLkQi4h6gDv7xkmcT1zzr9zpdyEksinHEvR,34.694622
91,91,Primate #4258,Lilac,Scarred,Formal Collared Shirt,Eye Patch,Bearskin Hat,Banana,10.0,9.13,1.41,3.02,0.6799999999999999,2.82,92,7.45512370416e-10,0.6799999999999999,4.510000000000002,6,7YkU5jBuR6JPAvS1wPhGD9PhjvgEdKqFcpuHmGMaExzz,34.64481
95,95,Primate #2550,Red,Intestines,Half Zip Pullover,Baller Shades,Racing Helmet,Skelly,10.48,4.23,1.29,2.95,1.12,4.05,96,7.652201935392002e-10,1.12,4.0200000000000005,6,4qRYsVQa61HNAMHkr4YNnTQ9MjkzcmcnzsSvYCZuDGMn,34.62117
92,92,Primate #671,Pink,Test Dummy,Half Zip Pullover,Jngl Intestines,Skate Helmet,Tnt,9.83,4.17,1.29,1.82,1.0,7.88,93,7.583625680903999e-10,1.0,4.331666666666667,6,CWGJbVPz31XSSjJjdk7vqSDTVR5HUKqzWJ4QFju8AkLo,34.12419
9419,9419,Primate #9251,Pink,Intestines,,Undercover Glasses,,Content,9.83,4.23,2.04,2.73,19.05,18.05,9420,7.96267308869487e-08,2.04,9.321666666666667,4,D32qgauZtm3WhWm54QbAWYaAHM6EmduCSycuLZjen4gd,34.083443
106,106,Primate #573,Mint,Pill,Army Jacket,Stitched,Stunt Dummy Helmet,Sassy,10.15,4.15,1.5,1.92,1.11,5.86,107,7.8909123888e-10,1.11,4.114999999999998,6,HCmReGANM4QUTUGX6p5XLjApU7HJ1PH1uX3Xsw4iewwS,34.039772
46,46,Primate #4308,Blue,Pill,Straight Jacket,Squinted,Bag Mask,Skelly,10.37,4.15,1.54,3.85,0.58,4.05,47,5.993649193455001e-10,0.58,4.09,6,BJPex1ZrrjMPYS8G3PH8hxYkcmz3PHnkXnFFqRykAufn,34.034023
100,100,Primate #4393,Blue,Pill,Striped Polo,Aviator Goggles,Pilot Helmet,Cigar,10.37,4.15,2.13,1.97,1.11,3.85,101,7.71714021233925e-10,1.11,3.93,6,6bgSjJtAKRNYaextAbXq8bi5ijrZ3m5Ph7K7eX6zpihk,33.937355
82,82,Primate #3677,Orange,Test Dummy,Winter Jacket,Stitched,Beanie,Sassy,9.85,4.17,0.8200000000000001,1.92,1.87,5.86,83,7.086415112409601e-10,0.8200000000000001,4.081666666666667,6,87ST8zTZjPsc1W6Di5gx2puXJoE2AV24j98Gz6FzuZA,33.82763
107,107,Primate #7087,Lilac,Caution Tape,Mechanic Jacket,Mummified,Afro,Stitches,10.0,8.89,2.0500000000000003,2.96,0.5599999999999999,2.62,108,7.914739974400003e-10,0.5599999999999999,4.513333333333334,6,9Efm7Ax7B2N2kA53EuZf447N1avdwF4BLaEbJFwj2Uhy,33.679497
8435,8435,Primate #8612,Orange,Pill,,Flip-Up Glasses,,Amused,9.85,4.15,2.04,2.78,19.05,7.07,8436,3.1222932082713e-08,2.04,7.489999999999998,4,5WbUmKeRKJGQpNbeYZhEguMEEwfd4TLTTpVXtQvTY2XG,33.656082
61,61,Primate #5462,White,Mutated Zombie,Formal Collared Shirt,Censored,Standing Dreads,Cigar,10.19,7.57,1.41,1.94,0.8200000000000001,3.85,62,6.661399620737403e-10,0.8200000000000001,4.296666666666667,6,7SEJZ38VDsaPoYprE85VHEDf9xVAE5MuyoGwjLs1SXVt,33.594868
89,89,Primate #6638,Orange,Robot,Wifebeater,Cyber Gas Mask,Spartan Helmet,Banana,9.85,8.790000000000001,1.4200000000000002,2.02,1.05,2.82,90,7.353654591906001e-10,1.05,4.325,6,4HvnkdNiTNon7dGPtZqMX3sP7km8AUTdC5t4BD6LuDAc,33.556805
68,68,Primate #2916,Purple,Skeleton,Wifebeater,Slashed,Arcade Machine,Vampire,9.66,6.3100000000000005,1.4200000000000002,3.19,0.59,4.18,69,6.80947777128696e-10,0.59,4.2250000000000005,6,2yiRvWV2fYfxWJgNydnTwRJdZN1aJ91W1e1uTCmNddNF,33.468834
94,94,Primate #9733,Blue,Robot,Basketball Jersey,Crossed Out,Birdman,Skelly,10.37,8.790000000000001,1.46,3.37,0.42,4.05,95,7.628773165284599e-10,0.42,4.743333333333333,6,74AE43eqfTjnxy1kCWM1UBFJrhF6SPgPXT5ds9d1SaJ6,33.460793
80,80,Primate #9375,White,Skeleton,Striped Jacket,Meth Scientist,Bag Mask,Sassy,10.19,6.3100000000000005,1.76,1.83,0.58,5.86,81,7.038707375314561e-10,0.58,4.421666666666667,6,ABrTd6ZUNAjhJDBLSQXxjfT4tsDaoo8sZbxFpbeuQWH9,33.293297
102,102,Primate #1545,Lilac,Mutated Zombie,Color Block Zip-Up Jacket,Striped,Birdman,Bubble Gum,10.0,7.57,1.78,2.87,0.42,4.8,103,7.7962957632e-10,0.42,4.573333333333333,6,AFNZKuFjvcTSW1La5Q2uLs5zsGz21zYPEVWnok1e4JD9,33.140408
909,909,Primate #2412,White,Caution Tape,Space Suit,Squinted,Captain Cap,Cigarette,10.19,8.89,0.51,3.85,2.07,5.09,910,1.8741095700569553e-09,0.51,5.1000000000000005,6,8hcPVGQ6NzbxPuoRKgmvLbkJJWQQ3eLmMbXZFn81hcWt,32.97407
72,72,Primate #3936,Blue,Scarred,Cyber Zip-Up,Mummified,Afro,Snake,10.37,9.13,0.89,2.96,0.5599999999999999,4.94,73,6.899954510408962e-10,0.5599999999999999,4.808333333333334,6,887HuhnHztpcaR53qGMLwKidXkLYqykygA8QMtfNEALC,32.88527
99,99,Primate #7681,Mint,Intestines,Baseball Jersey,Stitched,Racing Helmet,Skelly,10.15,4.23,2.06,1.92,1.12,4.05,100,7.702787280383999e-10,1.12,3.921666666666667,6,5zZJWBmBbPZhK9G9b91s4x9q5BKvXraqa1Snh5KfJ4jH,32.805653
78,78,Primate #4060,Green,Scarred,Knitted Tee,Meth Scientist,Bag Mask,Cigar,9.64,9.13,1.95,1.83,0.58,3.85,79,7.013297076786002e-10,0.58,4.496666666666667,6,B9RaixMVyRVk8Vnx3GbYSMBCbDyGAh7ZyKZEkdzvrcyj,32.721878
101,101,Primate #1778,Red,Intestines,Layered Jacket,Meth Scientist,Tactical Helmet,Bubble Gum,10.48,4.23,2.2,1.83,0.91,4.8,102,7.795752636672002e-10,0.91,4.075,6,7yRpnhxMp8iRU9VFzD1cnWm7T73vCokjRkRMgeD4bRmu,32.660053
73,73,Primate #5995,Purple,Mutated Zombie,Alchemist Jacket,Squinted,Arcade Machine,Pipe,9.66,7.57,0.98,3.85,0.59,4.24,74,6.902043297441601e-10,0.59,4.4816666666666665,6,BFUFkdyqXX4mkFVNozRFP1EF2FGn2bELwS3kVPEwBQUd,32.63793
194,194,Primate #8164,Pink,Intestines,Winter Jacket,Wide Eyed,Crown,Pipe,9.83,4.23,0.8200000000000001,4.7,1.4500000000000002,4.24,195,9.852341443128e-10,0.8200000000000001,4.211666666666667,6,9ydndW5E4TXHg7w2RAJRfJj2LgindExoCbf8o5Et5Qr3,32.415916
112,112,Primate #562,Yellow,Tribesman,Formal Collared Shirt,Parallelogram Glasses,Bucket Hat,Banana,9.83,6.68,1.41,3.0,1.04,2.82,113,8.146157363136e-10,1.04,4.13,6,Dtm41FmKRABPpqBQQNBAdxdJQtCzbaMhQGK9mSCouKZU,32.19317
188,188,Primate #8926,Red,Intestines,Basic Hoodie,Monocle,Guzzler Hat,Stitches,10.48,4.23,1.51,2.8000000000000003,1.98,2.62,189,9.723063234931201e-10,1.51,3.936666666666667,6,GL98FLaoosQX5T358pH2f2qHWjT24ero5kkF744zjU7A,32.183094
97,97,Primate #2477,Yellow,Pill,Sliced Cutoff,Jngl Intestines,Anonymous,Jngl Grill,9.83,4.15,1.55,1.82,1.43,4.66,98,7.668786636511002e-10,1.43,3.9066666666666654,6,BbZ3SmyLQgn6EJoJStLwkZ8PSd6ZzEkpLDxftzbNKefc,32.173088
87,87,Primate #5714,Lilac,Tribesman,Pullover,Thief,Tactical Helmet,Banana,10.0,6.68,2.13,1.97,0.91,2.82,88,7.193045255760001e-10,0.91,4.085,6,7QMKn6wPfe6ciogH8TwLYw12uAEFY81rrHxx65Lpc6sb,32.11337
783,783,Primate #5713,Orange,Robot,Space Suit,Enucleated,Ponytail,Excited,9.85,8.790000000000001,0.51,3.87,0.95,10.79,784,1.7516659850907754e-09,0.51,5.793333333333332,6,FiZhY4Ln7booiBeaprR7QHEFyMDWwg5KyNAPhZCDikKV,31.689413
96,96,Primate #7203,Yellow,Test Dummy,Winter Coat,Jngl Intestines,Cowboy Hat,Banana,9.83,4.17,2.18,1.82,1.67,2.82,97,7.65919336402584e-10,1.67,3.7483333333333335,6,4ejM7mHQqQA7wUs9XbujJp9P1D7cr48iyuuYjttyk83P,31.37821
104,104,Primate #1384,Lilac,Test Dummy,Alchemist Jacket,Snow Goggles,Drummer,Pipe,10.0,4.17,0.98,2.0500000000000003,2.21,4.24,105,7.8500807112e-10,0.98,3.9416666666666655,6,7scURytntkDcotSAvPYL17YagFf1HmvEeR2po16eKRBf,31.371407
9323,9323,Primate #3409,Blue,Tiger,,Thug Life Glasses,,Dumbfounded,10.37,6.63,2.04,2.9000000000000004,19.05,9.1,9324,7.051099163635801e-08,2.04,8.348333333333334,4,23pRbgFuQGAaARRYBeppq2ZMC4yQktrMFB7wwEjqzKuW,31.195786
241,241,Primate #4162,Pink,Intestines,Alchemist Jacket,Wide Eyed,Braids,Banana,9.83,4.23,0.98,4.7,1.97,2.82,242,1.0639792377471598e-09,0.98,4.088333333333334,6,6SPYGUBmYxsCXikcPUY8rhZeTJz8A8cxqkCyegTLKPJU,31.129774
216,216,Primate #5361,White,Test Dummy,Blingin Polo,Reading Glasses,Crown,Cigar,10.19,4.17,1.47,2.95,1.4500000000000002,3.85,217,1.0286753225883752e-09,1.4500000000000002,4.013333333333335,6,Gux68H23g6uhC87uPnZm8wCs2NW2hv6kUUw9KnMMYnka,31.079697
116,116,Primate #1527,Pink,Pill,Exoskeleton,Bandages,Stunt Dummy Helmet,Vampire,9.83,4.15,1.44,3.01,1.11,4.18,117,8.2040795497584e-10,1.11,3.953333333333333,6,6cUuuYwTLNA743xde5K4kkyMYG3yYDxgD8LwaQazAqWS,31.06647
222,222,Primate #7301,Purple,Glitch,Cyber Zip-Up,Enucleated,Professor,Stitches,9.66,6.45,0.89,3.87,1.85,2.62,223,1.0401855884847e-09,0.89,4.223333333333334,6,GF8NAUKAGdahS7q19mPCL2qYMEixudxxvEy1iE25QwXe,31.040943
103,103,Primate #8558,Purple,Intestines,Baseball Jersey,Snow Goggles,Racing Helmet,Skelly,9.66,4.23,2.06,2.0500000000000003,1.12,4.05,104,7.827293540303999e-10,1.12,3.861666666666667,6,EAqNu8LwAqGEsuQMYy9t6xmaYjrfUPQQXfdo9CxZKYMz,30.902021
114,114,Primate #3667,Blue,Pill,Varsity Jacket,Wide Eyed,Arcade Machine,Banana,10.37,4.15,2.43,4.7,0.59,2.82,115,8.177717516228999e-10,0.59,4.176666666666667,6,9dK68ijEAYuqAC6EuEQQWB8mhGJKM1kQULrk3BXJbgaG,30.845234
105,105,Primate #5319,Green,Tiger,Casual Zip-Up,Enucleated,Afro,Banana,9.64,6.63,2.02,3.87,0.5599999999999999,2.82,106,7.890236704546557e-10,0.5599999999999999,4.256666666666667,6,EdbmLHtecS9aZsZtQCyMcGqZZsStVFKhqhgathtsSE2K,30.763315
147,147,Primate #2086,Orange,Glitch,Basic Hoodie,Mummified,Stunt Dummy Helmet,Banana,9.85,6.45,1.51,2.96,1.11,2.82,148,8.888668110324001e-10,1.11,4.116666666666666,6,Chmoa1tRWhp4bSZZRP74noSASoXPNXqreYqrcNJSt3rg,30.659727
118,118,Primate #7986,Pink,Caution Tape,Mob Boss Jacket,Thief,Racing Helmet,Vampire,9.83,8.89,1.02,1.97,1.12,4.18,119,8.220835938564481e-10,1.02,4.501666666666666,6,i5aqR3xKQApJyKFVtdrNuFqT1E64eZSSsw4nJvgDhAZ,30.627054
132,132,Primate #6624,Red,Tribesman,Exoskeleton,Crossed Out,Ponytail,Stitches,10.48,6.68,1.44,3.37,0.95,2.62,133,8.455806471628802e-10,0.95,4.256666666666667,6,FpJCDRWqwzxvMaucCdJCx7yTqciXRyZPRan5wtsHXSeS,30.6073
212,212,Primate #7182,White,Scarred,Prince Jacket,Wide Eyed,Spray Paint,Snake,10.19,9.13,1.53,4.7,0.31,4.94,213,1.0245257849197801e-09,0.31,5.133333333333334,6,948wsdFFuNhmfFTSDe5Tj7DPhRcPBWp5yEhsXtv2R91H,30.522684
86,86,Primate #5999,Mint,Intestines,Aviator Jacket,Eyeball,Unkept Hair,Vampire,10.15,4.23,2.03,2.85,0.69,4.18,87,7.164282129889498e-10,0.69,4.0216666666666665,6,BB6jppSYJ47zgJXMDQW3igYSQuMMm9iJoTUZGZZ1CeFL,30.442507
9803,9803,Primate #9801,Lilac,Tiger,,Pritv,,Content,10.0,6.63,2.04,3.17,19.05,18.05,9804,1.474263605061e-07,2.04,9.823333333333334,4,C3P2EwqQcoZ9z75zujaaFjkc1vPC5L9CWG9KySDhU3SQ,30.354864
186,186,Primate #6123,White,Robot,Basic Hoodie,Striped,Ponytail,Stitches,10.19,8.790000000000001,1.51,2.87,0.95,2.62,187,9.661549865589302e-10,0.95,4.488333333333333,6,FDtjS741V9f3RXps9QPA9SQJy1wXySNBfb7shn915F4U,30.321152
168,168,Primate #7099,Lilac,Caution Tape,Fur Robe,Enucleated,Spray Paint,Jngl Grill,10.0,8.89,1.87,3.87,0.31,4.66,169,9.293984482860001e-10,0.31,4.933333333333334,6,71fXX94Ax24GuchwNwm5C4SSdFNT6XVudbAFYPPaYg6a,30.309288
208,208,Primate #857,Mint,Intestines,Tiger Robe,Bandages,Bucket Hat,Jngl Grill,10.15,4.23,1.61,3.01,1.04,4.66,209,1.0083656366128798e-09,1.04,4.116666666666666,6,GLAiLT6wgggG6AH57EhZ5f2SF4sKFPz4baK1r4Df4o7v,30.302366
127,127,Primate #6939,Mint,Scarred,Studded Punk Jacket,Eye Patch,Unkept Hair,Stitches,10.15,9.13,1.65,3.02,0.69,2.62,128,8.347916358243003e-10,0.69,4.543333333333333,6,ET1eqBMahHXxoGHAFhdwdKFCLYegivE72QcvPHzuzvXm,30.243763
90,90,Primate #4616,Pink,Stone,Alchemist Jacket,Eyeball,Arcade Machine,Sassy,9.83,7.79,0.98,2.85,0.59,5.86,91,7.394546407277399e-10,0.59,4.65,6,C2akY1hDMg6RtPaXpaUSQDizdVNHxokKWaxXDYCeJZh4,30.009705
217,217,Primate #8030,Green,Naked,Cyber Zip-Up,Eyeball,Spray Paint,Amused,9.64,19.21,0.89,2.85,0.31,7.07,218,1.0294858294060198e-09,0.31,6.661666666666666,6,J59KwXnDFvB98wwpCjuu9AZqfYKyXBE3dmcxjfwf3tGa,29.986652
190,190,Primate #7936,Yellow,Test Dummy,Suspenders,Bone Mask,Headshot,Cigarette,9.83,4.17,2.11,1.96,1.13,5.09,191,9.750442494183724e-10,1.13,4.048333333333333,6,9zH99CMU1aMFKMnCs78Rvs2t7xaqpqm6mh33MhHD2t4R,29.901152
210,210,Primate #3144,White,Skeleton,Bib,Undercover Glasses,Stunt Dummy Helmet,Stitches,10.19,6.3100000000000005,1.98,2.73,1.11,2.62,211,1.010777697221292e-09,1.11,4.156666666666667,6,Bf5aHH1FGpTkuJQsfxpdaMLcCFp7HK6mkmzU1Emo5JJv,29.812792
115,115,Primate #9465,Purple,Stone,Championship Belt,Mummified,Crew Cut,Cigar,9.66,7.79,1.24,2.96,0.77,3.85,116,8.188030184611201e-10,0.77,4.378333333333333,6,6KttNBaR3rRTSubbkDWqF8KpTJN8a7XvMJjqsStbydjd,29.709282
141,141,Primate #9654,White,Caution Tape,Prince Jacket,Thinking,Spray Paint,Jngl Grill,10.19,8.89,1.53,4.32,0.31,4.66,142,8.64965395609056e-10,0.31,4.983333333333333,6,8p7SvrimAiqpdXrq6KpBZxGGbjnhgSdZE5PEvtUqpf38,29.692015
144,144,Primate #7594,Mint,Mutated Zombie,Prince Jacket,Bandages,Ponytail,Stitches,10.15,7.57,1.53,3.01,0.95,2.62,145,8.807339645653501e-10,0.95,4.3050000000000015,6,FZSu8arHPaDo4gs9f6qCMj6K6AX28mDESt3DcZjr1km,29.683487
181,181,Primate #4905,Yellow,Naked,Royal Coat,Mummified,Spray Paint,Cigar,9.83,19.21,1.44,2.96,0.31,3.85,182,9.606330168019198e-10,0.31,6.2666666666666675,6,HPRr9S7TSRiaMeVrTgkTHD5u1qkxmREjsFBfb5wQ6vEr,29.644886
230,230,Primate #9773,Yellow,Naked,Diving Jacket,Stitched,Spray Paint,Sassy,9.83,19.21,1.6,1.92,0.31,5.86,231,1.05380778817536e-09,0.31,6.455000000000001,6,HNVfsfBom2fW2GC44moxGZSjJynWNZTxE2PrQCpd8dS4,29.519375
158,158,Primate #105,Orange,Glitch,Prisoner Uniform,Striped,Football Helmet,Banana,9.85,6.45,1.89,2.87,0.94,2.82,159,9.135169458092999e-10,0.94,4.136666666666667,6,4T9y4JSSZo1vPLcC8fhrisfUVsGZXVH1WV4eSXnvqgJi,29.454689
113,113,Primate #3455,Green,Robot,Basketball Jersey,Cyber Gas Mask,Bearskin Hat,Bubble Gum,9.64,8.790000000000001,1.46,2.02,0.6799999999999999,4.8,114,8.156808836812799e-10,0.6799999999999999,4.565,6,D4Lt7PDW1bheZTbpuG37YDP9mCMdhPfPtZEsXusaWDv9,29.357323
119,119,Primate #6918,Yellow,Caution Tape,Knitted Tee,Mummified,Bag Mask,Banana,9.83,8.89,1.95,2.96,0.58,2.82,120,8.250090319598401e-10,0.58,4.505,6,FBUD9FoFTp7mgmKWPhiPDV7jJZWTuVFJas4WTTo1zXMM,29.241453
476,476,Primate #1806,Mint,Pill,,Classy Glasses,P-Cap,Stitches,10.15,4.15,2.04,3.58,1.7399999999999998,2.62,477,1.4024192766696001e-09,1.7399999999999998,4.046666666666667,5,52hrhJ6szh8rzEszF9YpKkmS61UE66nkJAAVBkfRa818,29.152498
8388,8388,Primate #726,White,Glitch,,Polarized Sunglasses,,Vampire,10.19,6.45,2.04,2.82,19.05,4.18,8389,3.0108175313475605e-08,2.04,7.455000000000001,4,A72vt3rzhiEorFxNFXcH42rZEJzXaLtDjKJPN3VDjoDj,29.141699
6248,6248,Primate #2818,White,Caution Tape,,Wide Eyed,Braids,Sassy,10.19,8.89,2.04,4.7,1.97,5.86,6249,1.0026926062653362e-08,1.97,5.608333333333333,5,7GoxF7Hj8WCdQKPjMEHoxQDqeAYmBRi634VeBFrFBZ94,29.121374
174,174,Primate #44,Pink,Caution Tape,Championship Belt,Parallelogram Glasses,Stunt Dummy Helmet,Stitches,9.83,8.89,1.24,3.0,1.11,2.62,175,9.454150005047999e-10,1.11,4.448333333333333,6,3AWXzfa4Dmu7Em8wUVH2bXZ8A4BuNFQBxXHS3JEdZmot,28.987373
142,142,Primate #8206,Yellow,Pill,Tiger Robe,Reading Glasses,Reggae Braids,Stitches,9.83,4.15,1.61,2.95,1.72,2.62,143,8.731306721325999e-10,1.61,3.813333333333334,6,EmwwrXVptFHdfmvaJFs8kRLi5mCzRr2L4m6CbzFsN66e,28.899641
135,135,Primate #5192,Green,Mutated Zombie,Motorcycle Jacket,Stitched,Headshot,Banana,9.64,7.57,1.91,1.92,1.13,2.82,136,8.527761802920958e-10,1.13,4.165,6,JAiTU77xohhFvEeWdLxRmZkQzNAsTZeS3gEhrVwQPUY4,28.85318
5112,5112,Primate #411,Blue,Glitch,Space Suit,Flip-Up Glasses,,Cigar,10.37,6.45,0.51,2.78,19.05,3.85,5113,6.955192468397251e-09,0.51,7.168333333333334,5,2CupvSgko5nWdfmBkC7XzQ1z683Q3d4rjzZ8oeZddCkz,28.77933
193,193,Primate #5933,Pink,Mutated Zombie,Alchemist Jacket,Mummified,P-Cap,Stitches,9.83,7.57,0.98,2.96,1.7399999999999998,2.62,194,9.840512643642243e-10,0.98,4.283333333333333,6,6RYTJG5c8arbT8prMT9jEoRWJYbwHbN8Edv5SFwWHb5s,28.654705
136,136,Primate #5081,Blue,Intestines,Cyber Zip-Up,Bandages,Pink Bandana,Stitches,10.37,4.23,0.89,3.01,2.78,2.62,137,8.558974120982038e-10,0.89,3.983333333333333,6,GfRSd2ozSVUdDM9DkKfgFSn7nAu9iRzEtLvGN6hGX8bM,28.63065
192,192,Primate #2736,Green,Glitch,Half Zip Pullover,Cyber Gas Mask,Crown,Vampire,9.64,6.45,1.29,2.02,1.4500000000000002,4.18,193,9.820240237763996e-10,1.29,4.171666666666666,6,6uW6LKSMw9F8rSyVbxZ2TpNs84DJ2kDYAqTc3KtuMyDr,28.582987
1623,1623,Primate #3210,White,Naked,Space Suit,Monocle,Professor,Snake,10.19,19.21,0.51,2.8000000000000003,1.85,4.94,1624,2.5546325039508e-09,0.51,6.583333333333332,6,DNfxGzESSQ5HsVvE15Yuz4Dpbxutb2NMpvHz26CgZW4N,28.57782
109,109,Primate #29,Blue,Tribesman,Varsity Jacket,Meth Scientist,Bearskin Hat,Cigar,10.37,6.68,2.43,1.83,0.6799999999999999,3.85,110,8.064588727087199e-10,0.6799999999999999,4.306666666666667,6,7asHBgFuSdxDPFvXqGnsyJunX6EXRaAFLXbx5nzcEzrt,28.348463
172,172,Primate #3717,Red,Glitch,Cyber Zip-Up,Bandages,Spartan Helmet,Snake,10.48,6.45,0.89,3.01,1.05,4.94,173,9.392771288628e-10,0.89,4.47,6,Fug1g23XP2U8nvGFv8ZtT1aWHxAH9tR4oHN2zEYfqg7D,28.214113
1422,1422,Primate #8245,Blue,Naked,Layered Jacket,Thinking,Spray Paint,Skelly,10.37,19.21,2.2,4.32,0.31,4.05,1423,2.3770004608943997e-09,0.31,6.743333333333332,6,FpXNW3GkDRRGMcCVb1N6XroLfKSDn2WWaKoKdtgfrLet,28.194769
173,173,Primate #366,Red,Pill,Painting Jacket,Meth Scientist,Skate Helmet,Tnt,10.48,4.15,1.5,1.83,1.0,7.88,174,9.407580552000004e-10,1.0,4.473333333333334,6,2kPgfKSzv55bBB1g6sWbic4xvqgjikWNbDAJzUMP4tWA,27.990294
191,191,Primate #1250,Orange,Pill,Anorak,Squinted,Camo Bandana,Stitches,9.85,4.15,1.62,3.85,1.46,2.62,192,9.75246091281e-10,1.46,3.9250000000000007,6,3aPJ4BdeX8EVuWrvBzEEWh3jSXbEY1UFcL2rq6dEbRgj,27.960169
108,108,Primate #3766,Yellow,Tribesman,Turtleneck,Crossed Out,Bag Mask,Vampire,9.83,6.68,1.48,3.37,0.58,4.18,109,7.940098168351359e-10,0.58,4.3533333333333335,6,FAkLvspLZLt38nQRe8Zpp44Ampbb7uyddkrCz6GwAMLz,27.878273
237,237,Primate #8008,Pink,Intestines,Royal Coat,Reading Glasses,Fedora,Cigarette,9.83,4.23,1.44,2.95,1.18,5.09,238,1.06090912031184e-09,1.18,4.12,6,CrqoZTnaTTJNTTf5RdJZh1NXGhFSPW9C19hd2sTdFw9V,27.850422
5186,5186,Primate #1797,Red,Caution Tape,Space Suit,Parallelogram Glasses,,Stitches,10.48,8.89,0.51,3.0,19.05,2.62,5187,7.114604222376002e-09,0.51,7.425000000000002,5,85VrMjHfSf2cbw4fFBDqh1iAgpNsGE8GeZNGGkQjsRAo,27.82283
166,166,Primate #8070,Orange,Glitch,Straight Jacket,Eyeball,Birdman,Tnt,9.85,6.45,1.54,2.85,0.42,7.88,167,9.228625740180001e-10,0.42,4.831666666666666,6,4seJW7NftV3E1JGZNKnkdD7hXNUqz7BVU5rSPB6C3kEU,27.73062
180,180,Primate #390,White,Test Dummy,Pullover,Thief,Arrow,Stitches,10.19,4.17,2.13,1.97,2.0500000000000003,2.62,181,9.576597199011302e-10,1.97,3.855,6,5nLxsC8jrGBfmnhtUW55EhzRLp8YBWje8BmArnzKWybp,27.726274
153,153,Primate #6479,Lilac,Tiger,Royal Coat,Bandages,Stunt Dummy Helmet,Banana,10.0,6.63,1.44,3.01,1.11,2.82,154,8.995278277440001e-10,1.11,4.168333333333333,6,9vyjbsdTQkmFpWLaUULrSZYiCeAmzPNtstdxxvLqCLV3,27.705343
187,187,Primate #2513,Lilac,Test Dummy,Basketball Jersey,Cyber Gas Mask,Skate Helmet,Tnt,10.0,4.17,1.46,2.02,1.0,7.88,188,9.690953232e-10,1.0,4.421666666666667,6,7EKieUkwUTZJ29bPX4SfABBFnWVQ5CUMVEv5CD8nf31f,27.650692
137,137,Primate #1135,Mint,Intestines,Tiger Robe,Questionable,Birdman,Tnt,10.15,4.23,1.61,3.75,0.42,7.88,138,8.579047279949999e-10,0.42,4.673333333333333,6,FmmdNom4Pc6S3f4b5cWaCEFd8m55KFQpuoQvETpTYJRP,27.63401
111,111,Primate #6839,Lilac,Pill,Baseball Jersey,Squinted,Bag Mask,Pipe,10.0,4.15,2.06,3.85,0.58,4.24,112,8.094124807999999e-10,0.58,4.1466666666666665,6,3b2R1f7kdt5Je29spEfYa7KxDyDrz9Sg7MXgvP7kPLdA,27.627434
239,239,Primate #182,Red,Caution Tape,Bib,Slashed,Unkept Hair,Stitches,10.48,8.89,1.98,3.19,0.69,2.62,240,1.0638228123673924e-09,0.69,4.641666666666667,6,HqLDSWGAFRxqLiYdbPV96EfefF27MiPGm8gyJUcdP5QA,27.626932
3305,3305,Primate #1166,White,Naked,Space Suit,Classy Glasses,Outdoor Hat,Pipe,10.19,19.21,0.51,3.58,2.8400000000000003,4.24,3306,4.3036698560046735e-09,0.51,6.761666666666668,6,Hw4R7fo1Hu6RJvexPEca3hG2RcR3NgjPAbe17NqPkgBz,27.60498
