name,Background_rarity,Fur_rarity,Mouth_rarity,Eyes_rarity,Clothes_rarity,Eyewear_rarity,Hat_rarity,min_rarity,max_rarity,mean_rarity,factoral_rarity,rarity_rank
Okay Bear #5382,0.1261,0.1413,0.0048,0.0199,0.022,0.6672,0.0214,0.0048,0.6672,0.14324285714285717,367.274262942019,192
Okay Bear #3355,0.1227,0.0426,0.0243,0.2023,0.0227,0.6672,0.0041,0.0041,0.6672,0.15512857142857145,367.17365818027247,193
Okay Bear #7082,0.1265,0.0641,0.0797,0.2023,0.0124,0.6672,0.0041,0.0041,0.6672,0.1651857142857143,367.04236881381934,194
Okay Bear #359,0.1222,0.0426,0.0049,0.0788,0.012,0.6672,0.0301,0.0049,0.6672,0.13682857142857144,366.484198097105,195
Okay Bear #178,0.1326,0.0495,0.022,0.0965,0.0038,0.6672,0.0551,0.0038,0.6672,0.14667142857142856,366.36625410955065,196
Okay Bear #7090,0.1265,0.1413,0.0243,0.1309,0.0175,0.6672,0.0041,0.0041,0.6672,0.15882857142857146,366.31805908011444,197
Okay Bear #3279,0.1227,0.0456,0.0426,0.1309,0.0037,0.6672,0.0301,0.0037,0.6672,0.14897142857142856,366.18504421111754,198
Okay Bear #9806,0.1265,0.0641,0.0054,0.2023,0.0104,0.0374,0.0339,0.0054,0.2023,0.06857142857142857,366.02444042417915,199
Okay Bear #6416,0.1265,0.144,0.1231,0.026,0.0155,0.0051,0.023,0.0051,0.144,0.06617142857142858,365.5074193683671,200
Okay Bear #6275,0.1252,0.0072,0.0217,0.0526,0.0104,0.0438,0.029,0.0072,0.1252,0.04141428571428572,365.43812049188176,201
Okay Bear #7880,0.1252,0.0495,0.1231,0.0507,0.0037,0.6672,0.0266,0.0037,0.6672,0.14942857142857144,365.39963956701644,202
Okay Bear #1774,0.1252,0.0818,0.0038,0.2023,0.0204,0.6672,0.0379,0.0038,0.6672,0.16265714285714286,365.21684086828924,203
Okay Bear #9767,0.1227,0.1413,0.0048,0.0788,0.0114,0.6672,0.0256,0.0048,0.6672,0.15025714285714287,364.53138795343557,204
Okay Bear #9229,0.126,0.144,0.0253,0.0788,0.0193,0.6672,0.0041,0.0041,0.6672,0.15209999999999999,364.3117108967199,205
Okay Bear #6167,0.1187,0.0052,0.2305,0.0965,0.0275,0.0092,0.2698,0.0052,0.2698,0.10819999999999999,364.1991189928398,206
Okay Bear #4420,0.1227,0.1268,0.0097,0.026,0.006,0.6672,0.0266,0.006,0.6672,0.1407142857142857,363.3501691364324,207
Okay Bear #337,0.1187,0.144,0.1231,0.0199,0.0227,0.6672,0.0041,0.0041,0.6672,0.1571,363.19788082519665,208
Okay Bear #3216,0.1261,0.0456,0.1231,0.0671,0.0286,0.032,0.0041,0.0041,0.1261,0.06094285714285714,363.0041191719288,209
Okay Bear #465,0.1222,0.0641,0.0054,0.2023,0.0091,0.6672,0.0266,0.0054,0.6672,0.1567,362.8951648096222,210
Okay Bear #2551,0.1227,0.0606,0.0271,0.031,0.0038,0.6672,0.2698,0.0038,0.6672,0.1688857142857143,362.1731878527596,211
Okay Bear #6979,0.1227,0.0276,0.2305,0.0526,0.0038,0.6672,0.0339,0.0038,0.6672,0.16261428571428574,361.88686571602847,212
Okay Bear #6181,0.1252,0.0259,0.0271,0.0199,0.006,0.0269,0.0424,0.006,0.1252,0.03905714285714286,361.1751778590551,213
Okay Bear #346,0.1326,0.1268,0.0076,0.0507,0.0155,0.6672,0.0078,0.0076,0.6672,0.14402857142857142,360.95078490369565,214
Okay Bear #8266,0.1252,0.1413,0.0344,0.2023,0.0038,0.6672,0.0212,0.0038,0.6672,0.17077142857142857,360.9037894731579,215
Okay Bear #3448,0.1326,0.0276,0.0081,0.026,0.0104,0.6672,0.0175,0.0081,0.6672,0.12705714285714284,360.4871950286156,216
Okay Bear #366,0.1227,0.0456,0.0233,0.0965,0.0175,0.0051,0.0424,0.0051,0.1227,0.05044285714285714,360.1671272235312,217
Okay Bear #3568,0.1326,0.0818,0.0057,0.0965,0.0104,0.0183,0.2698,0.0057,0.2698,0.08787142857142857,360.0728119154264,218
Okay Bear #845,0.1187,0.0276,0.0113,0.0341,0.0104,0.0183,0.0214,0.0104,0.1187,0.03454285714285714,360.0051991668313,219
Okay Bear #3932,0.1227,0.0196,0.0271,0.2023,0.012,0.0211,0.0078,0.0078,0.2023,0.058942857142857144,359.94571661661166,220
Okay Bear #314,0.1265,0.0818,0.0095,0.2023,0.013,0.0409,0.0078,0.0078,0.2023,0.06882857142857143,359.9144717208609,221
Okay Bear #15,0.1187,0.0276,0.0344,0.094,0.0037,0.6672,0.2698,0.0037,0.6672,0.17362857142857144,359.8400696548284,222
Okay Bear #794,0.1187,0.0495,0.0038,0.094,0.0383,0.6672,0.0337,0.0038,0.6672,0.1436,359.7048646808069,223
Okay Bear #7228,0.1227,0.0818,0.0038,0.2023,0.0383,0.6672,0.023,0.0038,0.6672,0.16272857142857142,359.56266899764285,224
Okay Bear #4159,0.126,0.0818,0.1231,0.1309,0.0038,0.0409,0.0279,0.0038,0.1309,0.07634285714285716,359.37440945829314,225
Okay Bear #9160,0.1252,0.144,0.022,0.1309,0.0038,0.0409,0.2698,0.0038,0.2698,0.10522857142857144,359.3398514594985,226
Okay Bear #7456,0.1252,0.039,0.0057,0.2023,0.0155,0.0211,0.0301,0.0057,0.2023,0.0627,359.1420816349134,227
Okay Bear #158,0.1222,0.0456,0.0057,0.0199,0.0139,0.6672,0.0337,0.0057,0.6672,0.12974285714285713,358.9178208965342,228
Okay Bear #7513,0.126,0.0052,0.1231,0.0671,0.0204,0.0121,0.2698,0.0052,0.2698,0.08909999999999998,358.6414919134757,229
Okay Bear #8469,0.1222,0.144,0.2305,0.0454,0.0038,0.6672,0.0191,0.0038,0.6672,0.17602857142857142,358.50529365056195,230
Okay Bear #4652,0.1326,0.144,0.0049,0.062,0.022,0.0183,0.0424,0.0049,0.144,0.06088571428571428,358.38084734337576,231
Okay Bear #7191,0.1265,0.0818,0.0049,0.0454,0.012,0.0409,0.2698,0.0049,0.2698,0.08304285714285713,357.7278018919397,232
Okay Bear #8565,0.1261,0.0456,0.0049,0.2023,0.0088,0.6672,0.2698,0.0049,0.6672,0.18924285714285713,357.72643887956883,233
Okay Bear #2121,0.126,0.144,0.2305,0.1309,0.0037,0.0438,0.0266,0.0037,0.2305,0.10078571428571428,357.55407203999073,234
Okay Bear #9196,0.1265,0.0495,0.1231,0.0965,0.0037,0.6672,0.0256,0.0037,0.6672,0.15601428571428572,357.4249009200531,235
Okay Bear #6672,0.1265,0.1268,0.0797,0.2023,0.0038,0.032,0.0337,0.0038,0.2023,0.0864,357.36326408743633,236
Okay Bear #2875,0.1187,0.0456,0.0243,0.062,0.0315,0.0051,0.0239,0.0051,0.1187,0.04444285714285714,357.3011873281428,237
Okay Bear #9869,0.1252,0.144,0.1231,0.0671,0.0038,0.0438,0.0301,0.0038,0.144,0.07672857142857144,357.16980772432663,238
Okay Bear #814,0.126,0.144,0.2305,0.2023,0.0037,0.0374,0.0279,0.0037,0.2305,0.11025714285714287,357.0130329984785,239
Okay Bear #7538,0.1265,0.0072,0.0081,0.1309,0.0204,0.6672,0.0352,0.0072,0.6672,0.1422142857142857,356.8177364678527,240
Okay Bear #3236,0.1261,0.1413,0.0344,0.0507,0.0383,0.0438,0.0041,0.0041,0.1413,0.06267142857142857,356.6441380975695,241
Okay Bear #2819,0.1265,0.0456,0.0054,0.1309,0.0193,0.0407,0.0175,0.0054,0.1309,0.05512857142857143,356.18592070610725,242
Okay Bear #1120,0.1265,0.1413,0.0057,0.0199,0.0139,0.6672,0.0239,0.0057,0.6672,0.14262857142857144,355.9543831341571,243
Okay Bear #7085,0.1261,0.1413,0.1231,0.094,0.0104,0.0051,0.0337,0.0051,0.1413,0.07624285714285714,355.67499770216136,244
Okay Bear #8300,0.1227,0.1413,0.0253,0.0671,0.006,0.6672,0.0085,0.006,0.6672,0.14830000000000002,355.46844789156785,245
Okay Bear #5782,0.1227,0.0276,0.0344,0.0087,0.0268,0.6672,0.0078,0.0078,0.6672,0.1278857142857143,355.41150148584916,246
Okay Bear #3994,0.126,0.0456,0.0054,0.0671,0.0157,0.0438,0.026,0.0054,0.126,0.047085714285714286,354.9415035460972,247
Okay Bear #4877,0.1187,0.1413,0.0054,0.0965,0.015,0.6672,0.0133,0.0054,0.6672,0.15105714285714286,354.40305770302524,248
Okay Bear #4901,0.1261,0.1268,0.0797,0.0199,0.0037,0.6672,0.2698,0.0037,0.6672,0.18474285714285715,354.09047762247786,249
Okay Bear #9337,0.1265,0.144,0.0048,0.1309,0.0273,0.0121,0.2698,0.0048,0.2698,0.1022,353.8034494726798,250
Okay Bear #6047,0.1222,0.1268,0.0076,0.026,0.012,0.6672,0.0122,0.0076,0.6672,0.13914285714285715,352.9095746241563,251
Okay Bear #8423,0.1222,0.0201,0.0049,0.094,0.0202,0.0374,0.2698,0.0049,0.2698,0.08122857142857143,352.60384799327636,252
Okay Bear #6424,0.1252,0.1413,0.0922,0.0087,0.006,0.6672,0.023,0.006,0.6672,0.15194285714285713,352.49660549829923,253
Okay Bear #289,0.1222,0.0426,0.0426,0.0671,0.0275,0.6672,0.0041,0.0041,0.6672,0.13904285714285716,351.79966886764544,254
Okay Bear #5642,0.1222,0.0495,0.0083,0.2023,0.006,0.6672,0.0337,0.006,0.6672,0.15560000000000002,351.64946583094144,255
Okay Bear #2618,0.1227,0.0072,0.0151,0.0526,0.0101,0.6672,0.0551,0.0072,0.6672,0.13285714285714287,350.9329428221234,256
Okay Bear #8391,0.1265,0.0377,0.0302,0.1309,0.0037,0.6672,0.2698,0.0037,0.6672,0.18085714285714286,350.6578599156437,257
Okay Bear #5398,0.1227,0.0377,0.0797,0.2023,0.0038,0.6672,0.0301,0.0038,0.6672,0.16335714285714284,350.0446504223887,258
Okay Bear #6847,0.1252,0.1413,0.0151,0.0965,0.1965,0.0051,0.0175,0.0051,0.1965,0.0853142857142857,349.96256818539814,259
Okay Bear #9520,0.1326,0.0606,0.0057,0.0454,0.0155,0.0409,0.0256,0.0057,0.1326,0.04661428571428571,349.53666328688894,260
Okay Bear #5944,0.1252,0.0196,0.0048,0.0965,0.0315,0.6672,0.026,0.0048,0.6672,0.1386857142857143,349.4100274112039,261
Okay Bear #489,0.1265,0.1268,0.0049,0.094,0.0088,0.6672,0.2698,0.0049,0.6672,0.18542857142857144,349.35311801379476,262
Okay Bear #9215,0.126,0.0818,0.0271,0.094,0.0229,0.0051,0.0239,0.0051,0.126,0.05439999999999999,349.2876715152358,263
Okay Bear #4837,0.1326,0.144,0.0116,0.2023,0.006,0.6672,0.0133,0.006,0.6672,0.16814285714285715,348.98941040867436,264
Okay Bear #1219,0.1187,0.0072,0.0083,0.031,0.0229,0.6672,0.2698,0.0072,0.6672,0.16072857142857142,348.92685339898986,265
Okay Bear #6561,0.1227,0.1268,0.0797,0.0454,0.0038,0.6672,0.0301,0.0038,0.6672,0.1536714285714286,348.48916480060757,266
Okay Bear #824,0.1227,0.144,0.0048,0.094,0.013,0.6672,0.0279,0.0048,0.6672,0.15337142857142858,348.3302066894415,267
Okay Bear #4151,0.1252,0.0495,0.0049,0.2023,0.0124,0.0374,0.2698,0.0049,0.2698,0.10021428571428571,348.3036054608536,268
Okay Bear #8903,0.1252,0.0052,0.1231,0.0341,0.0193,0.6672,0.0175,0.0052,0.6672,0.14165714285714284,348.199032404229,269
Okay Bear #7685,0.126,0.0641,0.0057,0.1309,0.0155,0.6672,0.0133,0.0057,0.6672,0.14610000000000004,347.81804777312493,270
Okay Bear #5895,0.1261,0.0818,0.0302,0.2023,0.0227,0.6672,0.0041,0.0041,0.6672,0.16205714285714287,347.66499292437095,271
Okay Bear #458,0.1187,0.0456,0.0116,0.062,0.0114,0.0171,0.0146,0.0114,0.1187,0.04014285714285714,347.3823342969884,272
Okay Bear #7180,0.1326,0.0495,0.2305,0.062,0.0038,0.6672,0.029,0.0038,0.6672,0.16779999999999998,347.3503797004887,273
Okay Bear #7163,0.1265,0.0377,0.0528,0.0788,0.0357,0.0051,0.0175,0.0051,0.1265,0.05058571428571429,347.29257954545506,274
Okay Bear #3883,0.1265,0.0641,0.0426,0.2023,0.0037,0.6672,0.0424,0.0037,0.6672,0.1641142857142857,347.2770713905991,275
Okay Bear #8530,0.1222,0.0818,0.0922,0.0788,0.0038,0.6672,0.026,0.0038,0.6672,0.15314285714285716,347.0628214033301,276
Okay Bear #9505,0.1252,0.0495,0.0057,0.094,0.0155,0.0407,0.023,0.0057,0.1252,0.05051428571428573,346.8305494847209,277
Okay Bear #7727,0.1261,0.0072,0.022,0.0965,0.0315,0.0092,0.2698,0.0072,0.2698,0.08032857142857143,346.7844759013241,278
Okay Bear #1964,0.1261,0.1268,0.0048,0.2023,0.0193,0.0211,0.0551,0.0048,0.2023,0.07935714285714288,346.4487932706052,279
Okay Bear #3348,0.1187,0.144,0.0057,0.094,0.0104,0.0407,0.0412,0.0057,0.144,0.06495714285714285,346.44165402358584,280
Okay Bear #5768,0.1227,0.0072,0.0113,0.0507,0.0193,0.6672,0.0266,0.0072,0.6672,0.12928571428571428,346.16454666227287,281
Okay Bear #692,0.1252,0.0495,0.0057,0.0965,0.0104,0.6672,0.0292,0.0057,0.6672,0.14052857142857145,345.88975389659527,282
Okay Bear #4493,0.126,0.0072,0.0271,0.062,0.0193,0.0211,0.0214,0.0072,0.126,0.04058571428571428,345.79060648126875,283
Okay Bear #2344,0.1261,0.0052,0.2305,0.0341,0.012,0.6672,0.0379,0.0052,0.6672,0.159,345.11917298085285,284
Okay Bear #1432,0.1261,0.144,0.1231,0.062,0.006,0.0438,0.0086,0.006,0.144,0.07337142857142857,344.90395432880007,285
Okay Bear #1034,0.1222,0.0072,0.0099,0.0788,0.1965,0.0269,0.0239,0.0072,0.1965,0.06648571428571429,344.87743518245014,286
Okay Bear #4942,0.1252,0.0456,0.1231,0.2023,0.0037,0.6672,0.0337,0.0037,0.6672,0.17154285714285716,344.4263373228138,287
Okay Bear #7801,0.1222,0.0196,0.0344,0.2023,0.0075,0.6672,0.0086,0.0075,0.6672,0.15168571428571428,344.32783945286116,288
Okay Bear #4557,0.1227,0.0426,0.0302,0.0199,0.0116,0.0374,0.0086,0.0086,0.1227,0.039,344.2119109504281,289
Okay Bear #2543,0.1326,0.0456,0.0048,0.0526,0.0256,0.6672,0.0214,0.0048,0.6672,0.13568571428571427,344.10631579040614,290
Okay Bear #9315,0.1265,0.0456,0.0057,0.2023,0.0104,0.6672,0.0279,0.0057,0.6672,0.1550857142857143,343.71165414452236,291
Okay Bear #3797,0.1265,0.039,0.0038,0.094,0.1965,0.6672,0.0339,0.0038,0.6672,0.16584285714285715,343.428741147281,292
Okay Bear #7833,0.1326,0.144,0.2305,0.2023,0.0357,0.0211,0.0041,0.0041,0.2305,0.11004285714285714,343.0744795352581,293
Okay Bear #2194,0.1227,0.1413,0.0099,0.2023,0.006,0.0374,0.0352,0.006,0.2023,0.07925714285714287,342.9940803176845,294
Okay Bear #22,0.1227,0.0818,0.0054,0.031,0.0208,0.0438,0.0292,0.0054,0.1227,0.04781428571428571,342.9726964745229,295
Okay Bear #9325,0.1261,0.0641,0.1231,0.2023,0.0037,0.6672,0.029,0.0037,0.6672,0.17364285714285715,342.84929857110666,296
Okay Bear #3383,0.1222,0.039,0.022,0.2023,0.0357,0.0051,0.029,0.0051,0.2023,0.06504285714285715,342.79442535833005,297
Okay Bear #7404,0.1222,0.0276,0.0057,0.094,0.0139,0.6672,0.026,0.0057,0.6672,0.13665714285714287,342.39486994112247,298
Okay Bear #8958,0.1265,0.0456,0.0099,0.0965,0.012,0.0282,0.0122,0.0099,0.1265,0.04727142857142857,341.9692975678324,299
Okay Bear #2831,0.1222,0.0606,0.0302,0.094,0.0357,0.6672,0.0041,0.0041,0.6672,0.14485714285714285,341.84828133987594,300
Okay Bear #2391,0.1222,0.0641,0.0057,0.094,0.0139,0.0374,0.0301,0.0057,0.1222,0.052485714285714295,341.7638297639062,301
Okay Bear #4417,0.126,0.0052,0.2305,0.1309,0.0091,0.6672,0.0551,0.0052,0.6672,0.17485714285714285,341.7597456182731,302
Okay Bear #9116,0.1252,0.0158,0.0099,0.1309,0.0227,0.6672,0.0086,0.0086,0.6672,0.14004285714285716,341.75861426481475,303
Okay Bear #8010,0.1227,0.039,0.0101,0.0788,0.0091,0.0121,0.2698,0.0091,0.2698,0.07737142857142856,341.73242842220674,304
Okay Bear #591,0.1222,0.1413,0.0038,0.0526,0.1965,0.6672,0.0266,0.0038,0.6672,0.17288571428571428,341.6115929175093,305
Okay Bear #666,0.1187,0.0196,0.0057,0.2023,0.0104,0.6672,0.2698,0.0057,0.6672,0.18481428571428574,341.18585455280686,306
Okay Bear #271,0.1222,0.0818,0.0151,0.031,0.0091,0.0092,0.2698,0.0091,0.2698,0.0768857142857143,341.1836862956636,307
Okay Bear #3715,0.1252,0.039,0.0054,0.094,0.1965,0.0407,0.0122,0.0054,0.1965,0.07328571428571429,341.07802535478726,308
Okay Bear #4436,0.126,0.144,0.0057,0.0199,0.0139,0.0407,0.2698,0.0057,0.2698,0.08857142857142856,340.7897249884232,309
Okay Bear #8282,0.126,0.0495,0.0922,0.1309,0.0038,0.6672,0.0339,0.0038,0.6672,0.15764285714285714,340.77915529729,310
Okay Bear #5518,0.1227,0.144,0.0101,0.062,0.0124,0.6672,0.0078,0.0078,0.6672,0.1466,340.5824273974951,311
Okay Bear #6891,0.126,0.0641,0.0057,0.0526,0.0139,0.0374,0.0424,0.0057,0.126,0.04887142857142857,340.25245491478483,312
Okay Bear #2383,0.1326,0.0377,0.0097,0.062,0.0256,0.032,0.0086,0.0086,0.1326,0.044028571428571424,339.8800625993665,313
Okay Bear #1230,0.1326,0.0377,0.0271,0.062,0.0315,0.0051,0.0412,0.0051,0.1326,0.04817142857142858,339.192386109235,314
Okay Bear #8155,0.1326,0.1268,0.0038,0.0199,0.1965,0.6672,0.2698,0.0038,0.6672,0.2023714285714286,339.1313731842441,315
Okay Bear #229,0.1187,0.0426,0.0054,0.0454,0.0178,0.6672,0.0239,0.0054,0.6672,0.1315714285714286,338.62997556274263,316
Okay Bear #8889,0.1222,0.0606,0.0049,0.0788,0.0286,0.0171,0.2698,0.0049,0.2698,0.08314285714285716,338.6079605540968,317
Okay Bear #3889,0.1252,0.0201,0.0081,0.0087,0.1965,0.6672,0.0279,0.0081,0.6672,0.15052857142857143,338.56793647768353,318
Okay Bear #5360,0.1222,0.0456,0.0797,0.1309,0.0038,0.6672,0.0424,0.0038,0.6672,0.15597142857142857,338.5412028205383,319
Okay Bear #9691,0.1265,0.0201,0.0097,0.2023,0.0116,0.0121,0.2698,0.0097,0.2698,0.09315714285714286,338.2502932307945,320
Okay Bear #4387,0.1326,0.0426,0.0098,0.0341,0.0116,0.0269,0.0191,0.0098,0.1326,0.03952857142857143,338.1196247402045,321
Okay Bear #3589,0.1187,0.0606,0.0253,0.062,0.0357,0.0051,0.0301,0.0051,0.1187,0.048214285714285716,337.8932011706617,322
Okay Bear #2585,0.1227,0.1413,0.0057,0.0507,0.0104,0.6672,0.0337,0.0057,0.6672,0.1473857142857143,337.71580007177624,323
Okay Bear #3537,0.1265,0.039,0.0528,0.2023,0.0268,0.0051,0.0214,0.0051,0.2023,0.0677,337.5495478234083,324
Okay Bear #2864,0.1222,0.0641,0.0302,0.1309,0.0229,0.0051,0.0303,0.0051,0.1309,0.05795714285714286,337.2857862395141,325
Okay Bear #3645,0.1227,0.1268,0.0302,0.0087,0.0104,0.6672,0.0133,0.0087,0.6672,0.1399,336.93212313641396,326
Okay Bear #5985,0.1261,0.0072,0.0243,0.2023,0.0268,0.032,0.0133,0.0072,0.2023,0.06171428571428571,336.6659228718696,327
Okay Bear #5704,0.1227,0.0259,0.0922,0.094,0.0038,0.6672,0.2698,0.0038,0.6672,0.18222857142857143,336.6074276351187,328
Okay Bear #117,0.126,0.0456,0.0922,0.0526,0.0175,0.0051,0.0424,0.0051,0.126,0.05448571428571429,336.5299205026171,329
Okay Bear #1057,0.1227,0.1268,0.0344,0.0507,0.0383,0.6672,0.0041,0.0041,0.6672,0.14917142857142857,336.3409284590419,330
Okay Bear #4445,0.1222,0.144,0.0528,0.1309,0.0038,0.6672,0.0337,0.0038,0.6672,0.16494285714285714,336.03685004413586,331
Okay Bear #6014,0.1265,0.0377,0.0049,0.094,0.0227,0.0407,0.0551,0.0049,0.1265,0.054514285714285717,335.9219761371413,332
Okay Bear #7514,0.1252,0.1268,0.0054,0.031,0.0256,0.0409,0.0256,0.0054,0.1268,0.05435714285714286,335.89178323044007,333
Okay Bear #1754,0.126,0.144,0.0049,0.2023,0.0157,0.6672,0.0214,0.0049,0.6672,0.16878571428571432,335.8277792038677,334
Okay Bear #2938,0.1187,0.0495,0.0049,0.0507,0.022,0.6672,0.0279,0.0049,0.6672,0.13441428571428574,335.22775888488957,335
Okay Bear #2092,0.1187,0.0158,0.0049,0.2023,0.0383,0.0407,0.2698,0.0049,0.2698,0.09864285714285714,335.1266598232393,336
Okay Bear #5750,0.1265,0.0641,0.0057,0.2023,0.0104,0.6672,0.0303,0.0057,0.6672,0.15807142857142858,334.54346003130286,337
Okay Bear #8735,0.1222,0.0259,0.0083,0.2023,0.0227,0.6672,0.0086,0.0083,0.6672,0.15102857142857143,334.04916027140735,338
Okay Bear #4819,0.1261,0.0456,0.0038,0.062,0.1965,0.6672,0.0551,0.0038,0.6672,0.16518571428571427,333.88364548217567,339
Okay Bear #6827,0.1227,0.0052,0.0243,0.0965,0.0273,0.6672,0.023,0.0052,0.6672,0.13802857142857144,333.57970769173426,340
Okay Bear #6894,0.1326,0.0456,0.0049,0.0454,0.02,0.6672,0.0379,0.0049,0.6672,0.13622857142857142,333.46339229587875,341
Okay Bear #3516,0.1265,0.0456,0.0101,0.0965,0.0155,0.6672,0.0078,0.0078,0.6672,0.13845714285714286,333.4276163885605,342
Okay Bear #6871,0.1326,0.0606,0.0116,0.0507,0.0075,0.6672,0.0146,0.0075,0.6672,0.13497142857142858,333.2991757016635,343
Okay Bear #6348,0.1252,0.144,0.0095,0.062,0.0088,0.0211,0.0279,0.0088,0.144,0.056928571428571426,333.19587751661373,344
Okay Bear #6712,0.1265,0.0426,0.0057,0.2023,0.0139,0.6672,0.0212,0.0057,0.6672,0.15420000000000003,332.37212529013874,345
Okay Bear #2581,0.1222,0.1268,0.0797,0.1309,0.0037,0.6672,0.0412,0.0037,0.6672,0.16738571428571428,332.29712812361,346
Okay Bear #5716,0.1187,0.0606,0.0048,0.0965,0.012,0.6672,0.2698,0.0048,0.6672,0.17565714285714287,332.16086114458756,347
Okay Bear #4651,0.1222,0.0456,0.1231,0.094,0.0229,0.0051,0.023,0.0051,0.1231,0.062271428571428575,332.09971985033803,348
Okay Bear #9227,0.1326,0.0456,0.0217,0.2023,0.0268,0.0051,0.0551,0.0051,0.2023,0.06988571428571429,332.0380902670024,349
Okay Bear #6717,0.1222,0.0426,0.0057,0.0507,0.0155,0.6672,0.0256,0.0057,0.6672,0.13278571428571428,331.8973768198331,350
Okay Bear #6293,0.1265,0.0196,0.0054,0.1309,0.0383,0.6672,0.0191,0.0054,0.6672,0.14385714285714285,331.7146335685502,351
Okay Bear #9515,0.1261,0.0052,0.0271,0.2023,0.0204,0.6672,0.0256,0.0052,0.6672,0.15341428571428573,331.6623379616144,352
Okay Bear #7943,0.1326,0.0052,0.0344,0.2023,0.0256,0.0438,0.0279,0.0052,0.2023,0.0674,331.59793574646784,353
Okay Bear #9629,0.1222,0.144,0.0057,0.0965,0.0139,0.0409,0.0292,0.0057,0.144,0.06462857142857142,331.56794042807957,354
Okay Bear #5870,0.1265,0.1413,0.2305,0.0965,0.0178,0.6672,0.0041,0.0041,0.6672,0.18341428571428575,331.26438353398964,355
Okay Bear #2898,0.1227,0.0818,0.0054,0.0788,0.0114,0.6672,0.0424,0.0054,0.6672,0.14424285714285714,331.0534435058678,356
Okay Bear #2183,0.1265,0.0196,0.0116,0.0526,0.0204,0.6672,0.0086,0.0086,0.6672,0.1295,330.9413284688286,357
Okay Bear #8437,0.1261,0.0818,0.0344,0.2023,0.013,0.0051,0.2698,0.0051,0.2698,0.10464285714285713,330.8760316822998,358
Okay Bear #1134,0.1326,0.0377,0.0049,0.094,0.1965,0.6672,0.0133,0.0049,0.6672,0.16374285714285716,330.5624370023248,359
Okay Bear #5288,0.1222,0.0052,0.0302,0.1309,0.0208,0.0438,0.0551,0.0052,0.1309,0.05831428571428571,330.29979418083343,360
Okay Bear #8574,0.1261,0.039,0.0048,0.0454,0.0315,0.6672,0.0303,0.0048,0.6672,0.1349,330.1791378434991,361
Okay Bear #3702,0.1265,0.1268,0.0038,0.0671,0.1965,0.6672,0.0337,0.0038,0.6672,0.1745142857142857,330.114048053078,362
Okay Bear #9514,0.1222,0.144,0.1231,0.1309,0.0038,0.6672,0.029,0.0038,0.6672,0.1743142857142857,330.0301010690715,363
Okay Bear #5334,0.1187,0.0818,0.0054,0.094,0.0115,0.0438,0.2698,0.0054,0.2698,0.08928571428571429,329.9670429534258,364
Okay Bear #3151,0.1326,0.0456,0.0049,0.1309,0.012,0.6672,0.2698,0.0049,0.6672,0.1804285714285714,329.730938262515,365
Okay Bear #2034,0.126,0.0606,0.1231,0.0788,0.006,0.6672,0.0086,0.006,0.6672,0.1529,329.6965276729058,366
Okay Bear #8194,0.1222,0.144,0.0076,0.0507,0.0227,0.6672,0.0085,0.0076,0.6672,0.1461285714285714,329.6292869651094,367
Okay Bear #5218,0.126,0.1413,0.2305,0.0526,0.022,0.6672,0.0041,0.0041,0.6672,0.17767142857142856,329.21923584781155,368
Okay Bear #1557,0.1187,0.0158,0.0253,0.062,0.0139,0.0183,0.0133,0.0133,0.1187,0.03818571428571428,329.14568774083045,369
Okay Bear #5436,0.126,0.0641,0.1231,0.0087,0.0155,0.6672,0.0086,0.0086,0.6672,0.14474285714285712,328.8971373041246,370
Okay Bear #7276,0.1252,0.1268,0.0083,0.094,0.0075,0.6672,0.0214,0.0075,0.6672,0.15005714285714286,328.5549876168812,371
Okay Bear #6497,0.1252,0.1413,0.1231,0.0087,0.0088,0.6672,0.0133,0.0087,0.6672,0.15537142857142858,328.45350138651844,372
Okay Bear #5609,0.1222,0.0606,0.0057,0.2023,0.0155,0.6672,0.0175,0.0057,0.6672,0.1558571428571429,328.2244935783199,373
Okay Bear #2716,0.1261,0.144,0.2305,0.1309,0.0037,0.6672,0.0339,0.0037,0.6672,0.19090000000000001,328.12006906152624,374
